98,206,314,206,530,206,746,206,961,206,1178,206,1394,206,1610,206,1826,206,2042,206,2258,206,2474,206
98,422,314,422,530,422,746,422,961,422,1178,422,1394,422,1610,422,1826,422,2042,422,2258,422,2474,422
98,638,314,638,530,638,746,638,961,638,1178,638,1394,638,1610,638,1826,638,2042,638,2258,638,2474,638
98,854,314,854,530,854,746,854,961,854,1178,854,1394,854,1610,854,1826,854,2042,854,2258,854,2474,854
98,1070,314,1070,530,1070,746,1070,961,1070,1178,1070,1394,1070,1610,1070,1826,1070,2042,1070,2258,1070,2474,1070
98,1286,314,1286,530,1286,746,1286,961,1286,1178,1286,1394,1286,1610,1286,1826,1286,2042,1286,2258,1286,2474,1286
98,1502,314,1502,530,1502,746,1502,961,1502,1178,1502,1394,1502,1610,1502,1826,1502,2042,1502,2258,1502,2474,1502
98,1718,314,1718,530,1718,746,1718,961,1718,1178,1718,1394,1718,1610,1718,1826,1718,2042,1718,2258,1718,2474,1718
